"Country or Area","Year","Area","Age of husband","Age of wife","Source Year","Value","Value Footnotes"
"Egypt","1969","Total","50 - 54","55 - 59","1971","312",""
"Egypt","1969","Total","50 - 54","60 - 64","1971","124",""
"Egypt","1969","Total","50 - 54","65 - 69","1971","73",""
"Egypt","1969","Total","50 - 54","70 - 74","1971","52",""
"Egypt","1969","Total","50 - 54","75 +","1971","17",""
"Egypt","1969","Total","50 - 54","Unknown","1971","15",""
"Egypt","1969","Total","55 - 59","Total","1971","433",""
"Egypt","1969","Total","55 - 59","0 - 14","1971","0",""
"Egypt","1969","Total","55 - 59","15 - 19","1971","0",""
"Egypt","1969","Total","55 - 59","20 - 24","1971","0",""
"Egypt","1969","Total","55 - 59","25 - 29","1971","0",""
"Egypt","1969","Total","55 - 59","30 - 34","1971","0",""
"Egypt","1969","Total","55 - 59","35 - 39","1971","14",""
"Egypt","1969","Total","55 - 59","40 - 44","1971","17",""
"Egypt","1969","Total","55 - 59","45 - 49","1971","31",""
"Egypt","1969","Total","55 - 59","50 - 54","1971","40",""
"Egypt","1969","Total","55 - 59","55 - 59","1971","95",""
"Egypt","1969","Total","55 - 59","60 - 64","1971","97",""
"Egypt","1969","Total","55 - 59","65 - 69","1971","85",""
"Egypt","1969","Total","55 - 59","70 - 74","1971","31",""
"Egypt","1969","Total","55 - 59","75 +","1971","16",""
"Egypt","1969","Total","55 - 59","Unknown","1971","7",""
"Egypt","1969","Total","60 - 64","Total","1971","175",""
"Egypt","1969","Total","60 - 64","0 - 14","1971","0",""
"Egypt","1969","Total","60 - 64","15 - 19","1971","0",""
"Egypt","1969","Total","60 - 64","20 - 24","1971","0",""
"Egypt","1969","Total","60 - 64","25 - 29","1971","0",""
"Egypt","1969","Total","60 - 64","30 - 34","1971","0",""
"Egypt","1969","Total","60 - 64","35 - 39","1971","0",""
"Egypt","1969","Total","60 - 64","40 - 44","1971","4",""
"Egypt","1969","Total","60 - 64","45 - 49","1971","9",""
"Egypt","1969","Total","60 - 64","50 - 54","1971","13",""
"Egypt","1969","Total","60 - 64","55 - 59","1971","19",""
"Egypt","1969","Total","60 - 64","60 - 64","1971","40",""
"Egypt","1969","Total","60 - 64","65 - 69","1971","44",""
"Egypt","1969","Total","60 - 64","70 - 74","1971","18",""
"Egypt","1969","Total","60 - 64","75 +","1971","19",""
"Egypt","1969","Total","60 - 64","Unknown","1971","9",""
"Egypt","1969","Total","65 - 69","Total","1971","90",""
"Egypt","1969","Total","65 - 69","0 - 14","1971","0",""
"Egypt","1969","Total","65 - 69","15 - 19","1971","0",""
"Egypt","1969","Total","65 - 69","20 - 24","1971","0",""
"Egypt","1969","Total","65 - 69","25 - 29","1971","0",""
"Egypt","1969","Total","65 - 69","30 - 34","1971","0",""
"Egypt","1969","Total","65 - 69","35 - 39","1971","0",""
"Egypt","1969","Total","65 - 69","40 - 44","1971","0",""
"Egypt","1969","Total","65 - 69","45 - 49","1971","0",""
"Egypt","1969","Total","65 - 69","50 - 54","1971","7",""
"Egypt","1969","Total","65 - 69","55 - 59","1971","7",""
"Egypt","1969","Total","65 - 69","60 - 64","1971","13",""
"Egypt","1969","Total","65 - 69","65 - 69","1971","24",""
"Egypt","1969","Total","65 - 69","70 - 74","1971","18",""
"Egypt","1969","Total","65 - 69","75 +","1971","13",""
"Egypt","1969","Total","65 - 69","Unknown","1971","8",""
"Egypt","1969","Total","70 - 74","Total","1971","1",""
"Egypt","1969","Total","70 - 74","0 - 14","1971","0",""
"Egypt","1969","Total","70 - 74","15 - 19","1971","0",""
"Egypt","1969","Total","70 - 74","20 - 24","1971","0",""
"Egypt","1969","Total","70 - 74","25 - 29","1971","0",""
"Egypt","1969","Total","70 - 74","30 - 34","1971","0",""
"Egypt","1969","Total","70 - 74","35 - 39","1971","0",""
"Egypt","1969","Total","70 - 74","40 - 44","1971","0",""
"Egypt","1969","Total","70 - 74","45 - 49","1971","0",""
"Egypt","1969","Total","70 - 74","50 - 54","1971","0",""
"Egypt","1969","Total","70 - 74","55 - 59","1971","0",""
"Egypt","1969","Total","70 - 74","60 - 64","1971","0",""
"Egypt","1969","Total","70 - 74","65 - 69","1971","0",""
"Egypt","1969","Total","70 - 74","70 - 74","1971","0",""
"Egypt","1969","Total","70 - 74","75 +","1971","1",""
"Egypt","1969","Total","70 - 74","Unknown","1971","0",""
"Egypt","1969","Total","75 +","Total","1971","0",""
"Egypt","1969","Total","75 +","0 - 14","1971","0",""
"Egypt","1969","Total","75 +","15 - 19","1971","0",""
"Egypt","1969","Total","75 +","20 - 24","1971","0",""
"Egypt","1969","Total","75 +","25 - 29","1971","0",""
"Egypt","1969","Total","75 +","30 - 34","1971","0",""
"Egypt","1969","Total","75 +","35 - 39","1971","0",""
"Egypt","1969","Total","75 +","40 - 44","1971","0",""
"Egypt","1969","Total","75 +","45 - 49","1971","0",""
"Egypt","1969","Total","75 +","50 - 54","1971","0",""
"Egypt","1969","Total","75 +","55 - 59","1971","0",""
"Egypt","1969","Total","75 +","60 - 64","1971","0",""
"Egypt","1969","Total","75 +","65 - 69","1971","0",""
"Egypt","1969","Total","75 +","70 - 74","1971","0",""
"Egypt","1969","Total","75 +","75 +","1971","0",""
"Egypt","1969","Total","75 +","Unknown","1971","0",""
"Egypt","1969","Total","Unknown","Total","1971","3804",""
"Egypt","1969","Total","Unknown","0 - 14","1971","0",""
"Egypt","1969","Total","Unknown","15 - 19","1971","49",""
"Egypt","1969","Total","Unknown","20 - 24","1971","414",""
"Egypt","1969","Total","Unknown","25 - 29","1971","662",""
"Egypt","1969","Total","Unknown","30 - 34","1971","651",""
"Egypt","1969","Total","Unknown","35 - 39","1971","537",""
"Egypt","1969","Total","Unknown","40 - 44","1971","388",""
"Egypt","1969","Total","Unknown","45 - 49","1971","302",""
"Egypt","1969","Total","Unknown","50 - 54","1971","187",""
"Egypt","1969","Total","Unknown","55 - 59","1971","145",""
"Egypt","1969","Total","Unknown","60 - 64","1971","82",""
"Egypt","1969","Total","Unknown","65 - 69","1971","56",""
"Egypt","1969","Total","Unknown","70 - 74","1971","32",""
"Egypt","1969","Total","Unknown","75 +","1971","12",""
"Egypt","1969","Total","Unknown","Unknown","1971","287",""
"Egypt","1968","Total","Total","Total","1970","59907",""
"Egypt","1968","Total","Total","0 - 14","1970","0",""
"Egypt","1968","Total","Total","15 - 19","1970","860",""
"Egypt","1968","Total","Total","20 - 24","1970","8781",""
"Egypt","1968","Total","Total","25 - 29","1970","13401",""
"Egypt","1968","Total","Total","30 - 34","1970","11730",""
"Egypt","1968","Total","Total","35 - 39","1970","8189",""
"Egypt","1968","Total","Total","40 - 44","1970","5490",""
"Egypt","1968","Total","Total","45 - 49","1970","4032",""
"Egypt","1968","Total","Total","50 - 54","1970","2650",""
"Egypt","1968","Total","Total","55 - 59","1970","1946",""
"Egypt","1968","Total","Total","60 - 64","1970","1179",""
"Egypt","1968","Total","Total","65 - 69","1970","813",""
"Egypt","1968","Total","Total","70 - 74","1970","346",""
"Egypt","1968","Total","Total","75 +","1970","136",""
"Egypt","1968","Total","Total","Unknown","1970","354",""
"Egypt","1968","Total","0 - 14","Total","1970","0",""
"Egypt","1968","Total","0 - 14","0 - 14","1970","0",""
"Egypt","1968","Total","0 - 14","15 - 19","1970","0",""
"Egypt","1968","Total","0 - 14","20 - 24","1970","0",""
"Egypt","1968","Total","0 - 14","25 - 29","1970","0",""
"Egypt","1968","Total","0 - 14","30 - 34","1970","0",""
"Egypt","1968","Total","0 - 14","35 - 39","1970","0",""
"Egypt","1968","Total","0 - 14","40 - 44","1970","0",""
"Egypt","1968","Total","0 - 14","45 - 49","1970","0",""
"Egypt","1968","Total","0 - 14","50 - 54","1970","0",""
"Egypt","1968","Total","0 - 14","55 - 59","1970","0",""
"Egypt","1968","Total","0 - 14","60 - 64","1970","0",""
"Egypt","1968","Total","0 - 14","65 - 69","1970","0",""
"Egypt","1968","Total","0 - 14","70 - 74","1970","0",""
"Egypt","1968","Total","0 - 14","75 +","1970","0",""
"Egypt","1968","Total","0 - 14","Unknown","1970","0",""
"Egypt","1968","Total","15 - 19","Total","1970","9249",""
"Egypt","1968","Total","15 - 19","0 - 14","1970","0",""
"Egypt","1968","Total","15 - 19","15 - 19","1970","599",""
"Egypt","1968","Total","15 - 19","20 - 24","1970","3312",""
"Egypt","1968","Total","15 - 19","25 - 29","1970","2596",""
"Egypt","1968","Total","15 - 19","30 - 34","1970","1319",""
"Egypt","1968","Total","15 - 19","35 - 39","1970","671",""
"Egypt","1968","Total","15 - 19","40 - 44","1970","301",""
"Egypt","1968","Total","15 - 19","45 - 49","1970","201",""
"Egypt","1968","Total","15 - 19","50 - 54","1970","104",""
"Egypt","1968","Total","15 - 19","55 - 59","1970","66",""
"Egypt","1968","Total","15 - 19","60 - 64","1970","43",""
"Egypt","1968","Total","15 - 19","65 - 69","1970","23",""
"Egypt","1968","Total","15 - 19","70 - 74","1970","3",""
"Egypt","1968","Total","15 - 19","75 +","1970","3",""
"Egypt","1968","Total","15 - 19","Unknown","1970","8",""
"Egypt","1968","Total","20 - 24","Total","1970","18888",""
"Egypt","1968","Total","20 - 24","0 - 14","1970","0",""
"Egypt","1968","Total","20 - 24","15 - 19","1970","173",""
"Egypt","1968","Total","20 - 24","20 - 24","1970","4314",""
"Egypt","1968","Total","20 - 24","25 - 29","1970","6774",""
"Egypt","1968","Total","20 - 24","30 - 34","1970","3946",""
"Egypt","1968","Total","20 - 24","35 - 39","1970","1801",""
"Egypt","1968","Total","20 - 24","40 - 44","1970","855",""
"Egypt","1968","Total","20 - 24","45 - 49","1970","484",""
"Egypt","1968","Total","20 - 24","50 - 54","1970","244",""
"Egypt","1968","Total","20 - 24","55 - 59","1970","141",""
"Egypt","1968","Total","20 - 24","60 - 64","1970","75",""
"Egypt","1968","Total","20 - 24","65 - 69","1970","45",""
"Egypt","1968","Total","20 - 24","70 - 74","1970","13",""
"Egypt","1968","Total","20 - 24","75 +","1970","5",""
"Egypt","1968","Total","20 - 24","Unknown","1970","18",""
"Egypt","1968","Total","25 - 29","Total","1970","10737",""
"Egypt","1968","Total","25 - 29","0 - 14","1970","0",""
"Egypt","1968","Total","25 - 29","15 - 19","1970","23",""
"Egypt","1968","Total","25 - 29","20 - 24","1970","479",""
"Egypt","1968","Total","25 - 29","25 - 29","1970","2558",""
"Egypt","1968","Total","25 - 29","30 - 34","1970","3686",""
"Egypt","1968","Total","25 - 29","35 - 39","1970","2012",""
"Egypt","1968","Total","25 - 29","40 - 44","1970","870",""
"Egypt","1968","Total","25 - 29","45 - 49","1970","485",""
"Egypt","1968","Total","25 - 29","50 - 54","1970","242",""
"Egypt","1968","Total","25 - 29","55 - 59","1970","186",""
"Egypt","1968","Total","25 - 29","60 - 64","1970","86",""
"Egypt","1968","Total","25 - 29","65 - 69","1970","54",""
"Egypt","1968","Total","25 - 29","70 - 74","1970","20",""
"Egypt","1968","Total","25 - 29","75 +","1970","13",""
"Egypt","1968","Total","25 - 29","Unknown","1970","23",""
"Egypt","1968","Total","30 - 34","Total","1970","6458",""
"Egypt","1968","Total","30 - 34","0 - 14","1970","0",""
"Egypt","1968","Total","30 - 34","15 - 19","1970","12",""
"Egypt","1968","Total","30 - 34","20 - 24","1970","162",""
"Egypt","1968","Total","30 - 34","25 - 29","1970","498",""
"Egypt","1968","Total","30 - 34","30 - 34","1970","1501",""
"Egypt","1968","Total","30 - 34","35 - 39","1970","1923",""
"Egypt","1968","Total","30 - 34","40 - 44","1970","1096",""
"Egypt","1968","Total","30 - 34","45 - 49","1970","558",""
"Egypt","1968","Total","30 - 34","50 - 54","1970","276",""
"Egypt","1968","Total","30 - 34","55 - 59","1970","178",""
"Egypt","1968","Total","30 - 34","60 - 64","1970","114",""
"Egypt","1968","Total","30 - 34","65 - 69","1970","74",""
"Egypt","1968","Total","30 - 34","70 - 74","1970","38",""
"Egypt","1968","Total","30 - 34","75 +","1970","9",""
"Egypt","1968","Total","30 - 34","Unknown","1970","19",""
"Egypt","1968","Total","35 - 39","Total","1970","4702",""
"Egypt","1968","Total","35 - 39","0 - 14","1970","0",""
"Egypt","1968","Total","35 - 39","15 - 19","1970","3",""
"Egypt","1968","Total","35 - 39","20 - 24","1970","79",""
"Egypt","1968","Total","35 - 39","25 - 29","1970","208",""
"Egypt","1968","Total","35 - 39","30 - 34","1970","440",""
"Egypt","1968","Total","35 - 39","35 - 39","1970","887",""
"Egypt","1968","Total","35 - 39","40 - 44","1970","1261",""
"Egypt","1968","Total","35 - 39","45 - 49","1970","839",""
"Egypt","1968","Total","35 - 39","50 - 54","1970","386",""
"Egypt","1968","Total","35 - 39","55 - 59","1970","273",""
"Egypt","1968","Total","35 - 39","60 - 64","1970","160",""
"Egypt","1968","Total","35 - 39","65 - 69","1970","97",""
"Egypt","1968","Total","35 - 39","70 - 74","1970","34",""
"Egypt","1968","Total","35 - 39","75 +","1970","13",""
"Egypt","1968","Total","35 - 39","Unknown","1970","22",""
"Egypt","1968","Total","40 - 44","Total","1970","3028",""
"Egypt","1968","Total","40 - 44","0 - 14","1970","0",""
"Egypt","1968","Total","40 - 44","15 - 19","1970","4",""
"Egypt","1968","Total","40 - 44","20 - 24","1970","25",""
"Egypt","1968","Total","40 - 44","25 - 29","1970","108",""
"Egypt","1968","Total","40 - 44","30 - 34","1970","170",""
"Egypt","1968","Total","40 - 44","35 - 39","1970","289",""
"Egypt","1968","Total","40 - 44","40 - 44","1970","535",""
"Egypt","1968","Total","40 - 44","45 - 49","1970","792",""
"Egypt","1968","Total","40 - 44","50 - 54","1970","515",""
"Egypt","1968","Total","40 - 44","55 - 59","1970","259",""
"Egypt","1968","Total","40 - 44","60 - 64","1970","146",""
"Egypt","1968","Total","40 - 44","65 - 69","1970","111",""
"Egypt","1968","Total","40 - 44","70 - 74","1970","47",""
"Egypt","1968","Total","40 - 44","75 +","1970","12",""
"Egypt","1968","Total","40 - 44","Unknown","1970","15",""
"Egypt","1968","Total","45 - 49","Total","1970","2076",""
"Egypt","1968","Total","45 - 49","0 - 14","1970","0",""
"Egypt","1968","Total","45 - 49","15 - 19","1970","4",""
"Egypt","1968","Total","45 - 49","20 - 24","1970","28",""
"Egypt","1968","Total","45 - 49","25 - 29","1970","61",""
"Egypt","1968","Total","45 - 49","30 - 34","1970","65",""
"Egypt","1968","Total","45 - 49","35 - 39","1970","116",""
"Egypt","1968","Total","45 - 49","40 - 44","1970","202",""
"Egypt","1968","Total","45 - 49","45 - 49","1970","353",""
"Egypt","1968","Total","45 - 49","50 - 54","1970","503",""
"Egypt","1968","Total","45 - 49","55 - 59","1970","362",""
"Egypt","1968","Total","45 - 49","60 - 64","1970","178",""
"Egypt","1968","Total","45 - 49","65 - 69","1970","101",""
"Egypt","1968","Total","45 - 49","70 - 74","1970","60",""
"Egypt","1968","Total","45 - 49","75 +","1970","17",""
"Egypt","1968","Total","45 - 49","Unknown","1970","26",""
"Egypt","1968","Total","50 - 54","Total","1970","923",""
"Egypt","1968","Total","50 - 54","0 - 14","1970","0",""
"Egypt","1968","Total","50 - 54","15 - 19","1970","1",""
"Egypt","1968","Total","50 - 54","20 - 24","1970","9",""
"Egypt","1968","Total","50 - 54","25 - 29","1970","16",""
"Egypt","1968","Total","50 - 54","30 - 34","1970","19",""
"Egypt","1968","Total","50 - 54","35 - 39","1970","31",""
"Egypt","1968","Total","50 - 54","40 - 44","1970","59",""
"Egypt","1968","Total","50 - 54","45 - 49","1970","95",""
"Egypt","1968","Total","50 - 54","50 - 54","1970","166",""
"Egypt","1968","Total","50 - 54","55 - 59","1970","234",""
"Egypt","1968","Total","50 - 54","60 - 64","1970","136",""
"Egypt","1968","Total","50 - 54","65 - 69","1970","91",""
"Egypt","1968","Total","50 - 54","70 - 74","1970","41",""
"Egypt","1968","Total","50 - 54","75 +","1970","18",""
"Egypt","1968","Total","50 - 54","Unknown","1970","7",""
"Egypt","1968","Total","55 - 59","Total","1970","468",""
"Egypt","1968","Total","55 - 59","0 - 14","1970","0",""
"Egypt","1968","Total","55 - 59","15 - 19","1970","0",""
"Egypt","1968","Total","55 - 59","20 - 24","1970","0",""
"Egypt","1968","Total","55 - 59","25 - 29","1970","6",""
"Egypt","1968","Total","55 - 59","30 - 34","1970","4",""
"Egypt","1968","Total","55 - 59","35 - 39","1970","6",""
"Egypt","1968","Total","55 - 59","40 - 44","1970","13",""
"Egypt","1968","Total","55 - 59","45 - 49","1970","20",""
"Egypt","1968","Total","55 - 59","50 - 54","1970","50",""
"Egypt","1968","Total","55 - 59","55 - 59","1970","92",""
"Egypt","1968","Total","55 - 59","60 - 64","1970","110",""
"Egypt","1968","Total","55 - 59","65 - 69","1970","98",""
"Egypt","1968","Total","55 - 59","70 - 74","1970","36",""
"Egypt","1968","Total","55 - 59","75 +","1970","15",""
"Egypt","1968","Total","55 - 59","Unknown","1970","18",""
"Egypt","1968","Total","60 - 64","Total","1970","200",""
"Egypt","1968","Total","60 - 64","0 - 14","1970","0",""
"Egypt","1968","Total","60 - 64","15 - 19","1970","0",""
"Egypt","1968","Total","60 - 64","20 - 24","1970","0",""
"Egypt","1968","Total","60 - 64","25 - 29","1970","2",""
"Egypt","1968","Total","60 - 64","30 - 34","1970","1",""
"Egypt","1968","Total","60 - 64","35 - 39","1970","3",""
"Egypt","1968","Total","60 - 64","40 - 44","1970","5",""
"Egypt","1968","Total","60 - 64","45 - 49","1970","4",""
"Egypt","1968","Total","60 - 64","50 - 54","1970","15",""
"Egypt","1968","Total","60 - 64","55 - 59","1970","26",""
"Egypt","1968","Total","60 - 64","60 - 64","1970","42",""
"Egypt","1968","Total","60 - 64","65 - 69","1970","58",""
"Egypt","1968","Total","60 - 64","70 - 74","1970","27",""
"Egypt","1968","Total","60 - 64","75 +","1970","8",""
"Egypt","1968","Total","60 - 64","Unknown","1970","9",""
"Egypt","1968","Total","65 - 69","Total","1970","88",""
"Egypt","1968","Total","65 - 69","0 - 14","1970","0",""
"Egypt","1968","Total","65 - 69","15 - 19","1970","0",""
"Egypt","1968","Total","65 - 69","20 - 24","1970","0",""
"Egypt","1968","Total","65 - 69","25 - 29","1970","0",""
"Egypt","1968","Total","65 - 69","30 - 34","1970","1",""
"Egypt","1968","Total","65 - 69","35 - 39","1970","2",""
"Egypt","1968","Total","65 - 69","40 - 44","1970","2",""
"Egypt","1968","Total","65 - 69","45 - 49","1970","6",""
"Egypt","1968","Total","65 - 69","50 - 54","1970","1",""
"Egypt","1968","Total","65 - 69","55 - 59","1970","6",""
"Egypt","1968","Total","65 - 69","60 - 64","1970","12",""
"Egypt","1968","Total","65 - 69","65 - 69","1970","19",""
"Egypt","1968","Total","65 - 69","70 - 74","1970","11",""
"Egypt","1968","Total","65 - 69","75 +","1970","13",""
"Egypt","1968","Total","65 - 69","Unknown","1970","15",""
"Egypt","1968","Total","70 - 74","Total","1970","15",""
"Egypt","1968","Total","70 - 74","0 - 14","1970","0",""
"Egypt","1968","Total","70 - 74","15 - 19","1970","0",""
"Egypt","1968","Total","70 - 74","20 - 24","1970","0",""
"Egypt","1968","Total","70 - 74","25 - 29","1970","0",""
"Egypt","1968","Total","70 - 74","30 - 34","1970","1",""
"Egypt","1968","Total","70 - 74","35 - 39","1970","0",""
"Egypt","1968","Total","70 - 74","40 - 44","1970","0",""
"Egypt","1968","Total","70 - 74","45 - 49","1970","1",""
"Egypt","1968","Total","70 - 74","50 - 54","1970","1",""
"Egypt","1968","Total","70 - 74","55 - 59","1970","2",""
"Egypt","1968","Total","70 - 74","60 - 64","1970","0",""
"Egypt","1968","Total","70 - 74","65 - 69","1970","2",""
"Egypt","1968","Total","70 - 74","70 - 74","1970","5",""
"Egypt","1968","Total","70 - 74","75 +","1970","2",""
"Egypt","1968","Total","70 - 74","Unknown","1970","1",""
"Egypt","1968","Total","75 +","Total","1970","13",""
"Egypt","1968","Total","75 +","0 - 14","1970","0",""
"Egypt","1968","Total","75 +","15 - 19","1970","0",""
"Egypt","1968","Total","75 +","20 - 24","1970","0",""
"Egypt","1968","Total","75 +","25 - 29","1970","0",""
"Egypt","1968","Total","75 +","30 - 34","1970","0",""
"Egypt","1968","Total","75 +","35 - 39","1970","0",""
"Egypt","1968","Total","75 +","40 - 44","1970","0",""
"Egypt","1968","Total","75 +","45 - 49","1970","2",""
"Egypt","1968","Total","75 +","50 - 54","1970","1",""
"Egypt","1968","Total","75 +","55 - 59","1970","0",""
"Egypt","1968","Total","75 +","60 - 64","1970","0",""
"Egypt","1968","Total","75 +","65 - 69","1970","2",""
"Egypt","1968","Total","75 +","70 - 74","1970","3",""
"Egypt","1968","Total","75 +","75 +","1970","0",""
"Egypt","1968","Total","75 +","Unknown","1970","5",""
"Egypt","1968","Total","Unknown","Total","1970","3062",""
"Egypt","1968","Total","Unknown","0 - 14","1970","0",""
"Egypt","1968","Total","Unknown","15 - 19","1970","41",""
"Egypt","1968","Total","Unknown","20 - 24","1970","373",""
"Egypt","1968","Total","Unknown","25 - 29","1970","574",""
"Egypt","1968","Total","Unknown","30 - 34","1970","577",""
"Egypt","1968","Total","Unknown","35 - 39","1970","448",""
"Egypt","1968","Total","Unknown","40 - 44","1970","291",""
"Egypt","1968","Total","Unknown","45 - 49","1970","192",""
"Egypt","1968","Total","Unknown","50 - 54","1970","146",""
"Egypt","1968","Total","Unknown","55 - 59","1970","121",""
"Egypt","1968","Total","Unknown","60 - 64","1970","77",""
"Egypt","1968","Total","Unknown","65 - 69","1970","38",""
"Egypt","1968","Total","Unknown","70 - 74","1970","8",""
"Egypt","1968","Total","Unknown","75 +","1970","8",""
"Egypt","1968","Total","Unknown","Unknown","1970","168",""
"Egypt","1967","Total","Total","Total","1969","55694",""
"Egypt","1967","Total","Total","0 - 17","1969","0",""
"Egypt","1967","Total","Total","18 - 19","1969","987",""
"Egypt","1967","Total","Total","20 - 24","1969","8071",""
"Egypt","1967","Total","Total","25 - 29","1969","11551",""
"Egypt","1967","Total","Total","30 - 34","1969","11842",""
"Egypt","1967","Total","Total","35 - 39","1969","7733",""
"Egypt","1967","Total","Total","40 - 44","1969","5160",""
"Egypt","1967","Total","Total","45 - 49","1969","3650",""
"Egypt","1967","Total","Total","50 - 54","1969","2313",""
"Egypt","1967","Total","Total","55 - 59","1969","1741",""
"Egypt","1967","Total","Total","60 - 64","1969","1126",""
"Egypt","1967","Total","Total","65 - 69","1969","749",""
"Egypt","1967","Total","Total","70 - 74","1969","363",""
"Egypt","1967","Total","Total","75 +","1969","227",""
"Egypt","1967","Total","Total","Unknown","1969","181",""
"Egypt","1967","Total","0 - 15","Total","1969","0",""
"Egypt","1967","Total","0 - 15","0 - 17","1969","0",""
"Egypt","1967","Total","0 - 15","18 - 19","1969","0",""
"Egypt","1967","Total","0 - 15","20 - 24","1969","0",""
"Egypt","1967","Total","0 - 15","25 - 29","1969","0",""
"Egypt","1967","Total","0 - 15","30 - 34","1969","0",""
"Egypt","1967","Total","0 - 15","35 - 39","1969","0",""
"Egypt","1967","Total","0 - 15","40 - 44","1969","0",""
"Egypt","1967","Total","0 - 15","45 - 49","1969","0",""
"Egypt","1967","Total","0 - 15","50 - 54","1969","0",""
"Egypt","1967","Total","0 - 15","55 - 59","1969","0",""
"Egypt","1967","Total","0 - 15","60 - 64","1969","0",""
"Egypt","1967","Total","0 - 15","65 - 69","1969","0",""
"Egypt","1967","Total","0 - 15","70 - 74","1969","0",""
"Egypt","1967","Total","0 - 15","75 +","1969","0",""
"Egypt","1967","Total","0 - 15","Unknown","1969","0",""
"Egypt","1967","Total","16 - 19","Total","1969","9745",""
"Egypt","1967","Total","16 - 19","0 - 17","1969","0",""
"Egypt","1967","Total","16 - 19","18 - 19","1969","584",""
"Egypt","1967","Total","16 - 19","20 - 24","1969","3559",""
"Egypt","1967","Total","16 - 19","25 - 29","1969","2573",""
"Egypt","1967","Total","16 - 19","30 - 34","1969","1657",""
"Egypt","1967","Total","16 - 19","35 - 39","1969","641",""
"Egypt","1967","Total","16 - 19","40 - 44","1969","328",""
"Egypt","1967","Total","16 - 19","45 - 49","1969","186",""
"Egypt","1967","Total","16 - 19","50 - 54","1969","95",""
"Egypt","1967","Total","16 - 19","55 - 59","1969","63",""
"Egypt","1967","Total","16 - 19","60 - 64","1969","20",""
"Egypt","1967","Total","16 - 19","65 - 69","1969","23",""
"Egypt","1967","Total","16 - 19","70 - 74","1969","6",""
"Egypt","1967","Total","16 - 19","75 +","1969","4",""
"Egypt","1967","Total","16 - 19","Unknown","1969","6",""
"Egypt","1967","Total","20 - 24","Total","1969","16397",""
"Egypt","1967","Total","20 - 24","0 - 17","1969","0",""
"Egypt","1967","Total","20 - 24","18 - 19","1969","277",""
"Egypt","1967","Total","20 - 24","20 - 24","1969","3552",""
"Egypt","1967","Total","20 - 24","25 - 29","1969","5643",""
"Egypt","1967","Total","20 - 24","30 - 34","1969","3651",""
"Egypt","1967","Total","20 - 24","35 - 39","1969","1607",""
"Egypt","1967","Total","20 - 24","40 - 44","1969","773",""
"Egypt","1967","Total","20 - 24","45 - 49","1969","412",""
"Egypt","1967","Total","20 - 24","50 - 54","1969","175",""
"Egypt","1967","Total","20 - 24","55 - 59","1969","143",""
"Egypt","1967","Total","20 - 24","60 - 64","1969","85",""
"Egypt","1967","Total","20 - 24","65 - 69","1969","44",""
"Egypt","1967","Total","20 - 24","70 - 74","1969","12",""
"Egypt","1967","Total","20 - 24","75 +","1969","12",""
"Egypt","1967","Total","20 - 24","Unknown","1969","11",""
"Egypt","1967","Total","25 - 29","Total","1969","10252",""
"Egypt","1967","Total","25 - 29","0 - 17","1969","0",""
"Egypt","1967","Total","25 - 29","18 - 19","1969","48",""
"Egypt","1967","Total","25 - 29","20 - 24","1969","454",""
"Egypt","1967","Total","25 - 29","25 - 29","1969","2217",""
"Egypt","1967","Total","25 - 29","30 - 34","1969","3818",""
"Egypt","1967","Total","25 - 29","35 - 39","1969","1842",""
"Egypt","1967","Total","25 - 29","40 - 44","1969","839",""
"Egypt","1967","Total","25 - 29","45 - 49","1969","438",""
"Egypt","1967","Total","25 - 29","50 - 54","1969","246",""
"Egypt","1967","Total","25 - 29","55 - 59","1969","161",""
"Egypt","1967","Total","25 - 29","60 - 64","1969","93",""
"Egypt","1967","Total","25 - 29","65 - 69","1969","53",""
"Egypt","1967","Total","25 - 29","70 - 74","1969","29",""
"Egypt","1967","Total","25 - 29","75 +","1969","8",""
"Egypt","1967","Total","25 - 29","Unknown","1969","6",""
"Egypt","1967","Total","30 - 34","Total","1969","5876",""
"Egypt","1967","Total","30 - 34","0 - 17","1969","0",""
"Egypt","1967","Total","30 - 34","18 - 19","1969","18",""
"Egypt","1967","Total","30 - 34","20 - 24","1969","120",""
"Egypt","1967","Total","30 - 34","25 - 29","1969","412",""
"Egypt","1967","Total","30 - 34","30 - 34","1969","1397",""
"Egypt","1967","Total","30 - 34","35 - 39","1969","1859",""
"Egypt","1967","Total","30 - 34","40 - 44","1969","938",""
"Egypt","1967","Total","30 - 34","45 - 49","1969","524",""
"Egypt","1967","Total","30 - 34","50 - 54","1969","244",""
"Egypt","1967","Total","30 - 34","55 - 59","1969","157",""
"Egypt","1967","Total","30 - 34","60 - 64","1969","100",""
"Egypt","1967","Total","30 - 34","65 - 69","1969","64",""
"Egypt","1967","Total","30 - 34","70 - 74","1969","24",""
"Egypt","1967","Total","30 - 34","75 +","1969","16",""
"Egypt","1967","Total","30 - 34","Unknown","1969","3",""
"Egypt","1967","Total","35 - 39","Total","1969","4679",""
"Egypt","1967","Total","35 - 39","0 - 17","1969","0",""
"Egypt","1967","Total","35 - 39","18 - 19","1969","8",""
"Egypt","1967","Total","35 - 39","20 - 24","1969","78",""
"Egypt","1967","Total","35 - 39","25 - 29","1969","173",""
"Egypt","1967","Total","35 - 39","30 - 34","1969","536",""
